-8.666690122951258957e+01,-9.787894004456070718e+01,-9.539407724850961756e+01,-9.406857669265180277e+01,-9.420579301202263878e+01
-8.722167049357555868e+01,-9.839164904227055786e+01,-9.590232351434137570e+01,-9.591684452054043675e+01,-9.363130103516573399e+01
-8.477953661499310556e+01,-9.849485025401314431e+01,-9.544687355530753337e+01,-9.568292598156496354e+01,-9.180756895786666405e+01
-8.753083570743491748e+01,-9.670666255565602398e+01,-9.545804247858347935e+01,-9.635385874419677066e+01,-9.185571678908972615e+01
-8.833603853656509841e+01,-9.728349847873364808e+01,-9.294340280554153821e+01,-9.595720928339645184e+01,-9.209756784329005086e+01
-8.603621436953051216e+01,-9.571223647863486406e+01,-9.042186082064812069e+01,-9.446624433121063191e+01,-9.054418036718894314e+01
-8.518219981643589733e+01,-9.706997180327095975e+01,-9.099651015724035119e+01,-9.312282014507677275e+01,-9.153108911328646968e+01
-8.218859129782809703e+01,-9.626175216104991250e+01,-9.264075450844174497e+01,-9.631679362363192354e+01,-8.938306113409444720e+01
-8.360108339210822237e+01,-9.714357293704581764e+01,-9.268337656418560755e+01,-9.548509629749877092e+01,-9.082803689772556766e+01
-8.458917093061323556e+01,-9.634111824677800939e+01,-9.038576645185274572e+01,-9.326574546788725684e+01,-8.954160374969254121e+01
-8.489628365435606838e+01,-9.701461796170376317e+01,-8.924216376882149859e+01,-9.574695112531574637e+01,-9.023045690547526476e+01
-8.217926660593336408e+01,-9.592595759639438313e+01,-9.068557276629053376e+01,-9.587407798923830171e+01,-8.943846343124465648e+01
-8.358826537531163581e+01,-9.580760428298157194e+01,-8.889939863147753840e+01,-9.664459439394711637e+01,-8.812292192562821924e+01
-8.294248057472293567e+01,-9.516660085090340715e+01,-8.878746249615291219e+01,-9.537933302560654170e+01,-8.749329828312882285e+01
-8.346597108348113636e+01,-9.557483452239767985e+01,-8.821731035752844718e+01,-9.519997763272907321e+01,-8.719764365834501518e+01
-8.299480492545556842e+01,-9.481159945389026689e+01,-8.958879216743811469e+01,-9.513288515181682214e+01,-8.660750775320306616e+01
-8.354994948501033036e+01,-9.587083600416032425e+01,-8.846296046837603910e+01,-9.578058783486028460e+01,-8.795043303414352920e+01
-8.295258760953316823e+01,-9.372548905437261624e+01,-8.891629469869039326e+01,-9.549612015659432984e+01,-8.727679854996006270e+01
-8.563622764784410890e+01,-9.568850641229738585e+01,-8.654123949078547184e+01,-9.482985961356150995e+01,-8.708742480196923452e+01
-8.520145765439274044e+01,-9.516158099658129288e+01,-8.534936523026689770e+01,-9.514341247319808303e+01,-8.832540888749309715e+01
-8.686646348725371070e+01,-9.520706861722430858e+01,-8.551034383578262066e+01,-9.642881132181886983e+01,-8.611122910988427748e+01
-8.631793757650747523e+01,-9.552278167285602706e+01,-8.485218315954269030e+01,-9.422994416205671087e+01,-8.776117010010931097e+01
-8.752706181084951709e+01,-9.599225900502578668e+01,-8.372494094640155993e+01,-9.740296264342265431e+01,-8.493082388956948137e+01
-8.709432730225067587e+01,-9.297231127981140730e+01,-8.629942424400174161e+01,-9.586142710795769517e+01,-8.731796132164730295e+01
-8.842168054690777979e+01,-9.364660085472914375e+01,-8.557631868638549122e+01,-9.645295379620739595e+01,-8.718864567197044835e+01
-8.994019302274811878e+01,-9.500329233315358124e+01,-8.281184664691961927e+01,-9.464603594304821854e+01,-8.779095317437612778e+01
-8.692149930975639904e+01,-9.363515524866357964e+01,-8.342778130002716352e+01,-9.608530674271651151e+01,-8.551537076218558298e+01
-8.821803346040410077e+01,-9.387102834806077567e+01,-8.424854066037157452e+01,-9.735731147182563916e+01,-8.668694059034092447e+01
-8.949405766209746105e+01,-9.339787134625808562e+01,-8.257091851761725820e+01,-9.412462061687826065e+01,-8.699330618346985489e+01
-8.803181055713861269e+01,-9.334232072558033622e+01,-8.318592827331339379e+01,-9.632642616454761253e+01,-8.911658385284916051e+01
-9.099775220326878866e+01,-9.282303571886494353e+01,-8.458146029620307615e+01,-9.656516055422150657e+01,-8.789710290556691064e+01
-9.085284728301368773e+01,-9.334193648269447863e+01,-8.308190924757302298e+01,-9.536819213000589457e+01,-8.886243100123319039e+01
-9.048826326954301180e+01,-9.425057058263165288e+01,-8.440492539660036186e+01,-9.564201424189032252e+01,-8.834559704741823793e+01
-9.044971338980691655e+01,-9.628679928842305458e+01,-8.414163811757934752e+01,-9.746164185941509572e+01,-8.807574432057900538e+01
-9.317391304433277810e+01,-9.502707082469275690e+01,-8.377034646132557327e+01,-9.776640512804608818e+01,-8.857069556397969734e+01
-9.402542221203991346e+01,-9.391422287158955839e+01,-8.398600972453412794e+01,-9.737858839789876697e+01,-8.914049704126273355e+01
-9.377925068837372180e+01,-9.496033670301925156e+01,-8.529153628979626944e+01,-9.824962492886531606e+01,-9.025799709045261920e+01
-9.326250555750847582e+01,-9.335465756967408879e+01,-8.651281971434816853e+01,-9.923111509413435272e+01,-8.952037845280814565e+01
-9.211373318100568497e+01,-9.465067892148208273e+01,-8.722980315015891506e+01,-9.880395860554197895e+01,-9.076337921603486336e+01
-9.537749073534135391e+01,-9.499780792825403353e+01,-8.607168666827462289e+01,-9.736782065995048185e+01,-9.292352068073535065e+01
-8.660430637670015130e+01,-9.651399151612260141e+01,-9.604941233134253764e+01,-9.633600037635815738e+01,-9.390701517938083498e+01
-8.613429273130597608e+01,-9.848022791347439409e+01,-9.268126343897118602e+01,-9.634552647419589277e+01,-9.319778592377514315e+01
-8.548315469420320767e+01,-9.719772451680778147e+01,-9.340982324451125862e+01,-9.479221081666680959e+01,-9.257085828248932557e+01
-8.558589102130089543e+01,-9.615682843832780691e+01,-9.289064541967822208e+01,-9.590185963732209018e+01,-9.079632904849712816e+01
-8.651928202283555436e+01,-9.743675472438764018e+01,-9.266353134061262153e+01,-9.433637191394286958e+01,-9.264342762721058477e+01
-8.598262402816389738e+01,-9.505725454290609377e+01,-9.419058594559074038e+01,-9.651070742314664130e+01,-8.937731801006933097e+01
-8.321310634283359775e+01,-9.937113666795738709e+01,-9.287996807404780952e+01,-9.518724572775721526e+01,-9.225592750339417591e+01
-8.352256452400804676e+01,-9.695352233109740325e+01,-9.419234228907190243e+01,-9.486306055106321367e+01,-9.179745407218092623e+01
-8.071003954274662817e+01,-9.707080054075348130e+01,-9.111388210784215858e+01,-9.324983552054766278e+01,-8.927321493393746721e+01
-8.064672528439092503e+01,-9.537112874088430203e+01,-8.936846541640957753e+01,-9.380796641485640919e+01,-9.076813560610865750e+01
-8.241860280455838961e+01,-9.402894013814221807e+01,-9.039187288150638722e+01,-9.510237813794675787e+01,-8.812316961392544101e+01
-8.244839168422707587e+01,-9.465913303853926664e+01,-8.901507614723024631e+01,-9.375936873969656915e+01,-8.829761709909206502e+01
-8.351391971792243396e+01,-9.498793534281402628e+01,-9.137063107900847569e+01,-9.301429133354754697e+01,-8.924194159955206374e+01
-8.315535045756385557e+01,-9.538747579321825754e+01,-8.893546597091039985e+01,-9.467129949556441204e+01,-8.836526179292445704e+01
-8.350314936290868673e+01,-9.654397390086869279e+01,-8.879066021039977841e+01,-9.403487851770927364e+01,-8.778033088677052831e+01
-8.216759222093182302e+01,-9.624888857857531832e+01,-8.566108656969362301e+01,-9.443796096815165697e+01,-8.822752945999788210e+01
-8.287865766580648597e+01,-9.368439047575505185e+01,-8.676257413540724883e+01,-9.520237657873732928e+01,-8.791559290929188819e+01
-8.337252914823723415e+01,-9.573720817075552247e+01,-8.485598135167712996e+01,-9.453943695804503022e+01,-8.778808965514792817e+01
-8.550403406983318177e+01,-9.579605982330572544e+01,-8.397641077331292081e+01,-9.547428888001185499e+01,-8.649335188815977915e+01
-8.435104832124133623e+01,-9.250844182867972165e+01,-8.424155112826603897e+01,-9.427414254746526012e+01,-8.654511479854902234e+01
-8.596669597380703465e+01,-9.617987925234369584e+01,-8.385258050734894653e+01,-9.553967970756458783e+01,-8.595942113759650738e+01
-8.501118368387815849e+01,-9.404372145770915381e+01,-8.505879883128578456e+01,-9.617686101183930703e+01,-8.520341133103465836e+01
-8.571525262961654335e+01,-9.221633441931527386e+01,-8.473139652838058566e+01,-9.382009488410064080e+01,-8.577620052067894107e+01
-8.561431588317039143e+01,-9.410405940257712132e+01,-8.453103201319619586e+01,-9.723402913691954552e+01,-8.421976882317207469e+01
-8.791379426734063429e+01,-9.425338421050567206e+01,-8.288772142630476480e+01,-9.556177643557478518e+01,-8.588701830534488124e+01
-8.710737309473125833e+01,-9.471360755636024464e+01,-8.284896337866813099e+01,-9.617141713196396324e+01,-8.665450353430043151e+01
-8.857208194290393521e+01,-9.386577319198903524e+01,-8.183223600953067489e+01,-9.441483291261738486e+01,-8.640515843488066139e+01
-8.701698547184290078e+01,-9.291678239494730462e+01,-8.097223458779593841e+01,-9.591527739766499394e+01,-8.813351905312376289e+01
-9.038041234980688898e+01,-9.397076112505743595e+01,-8.189805185752848615e+01,-9.587288966149726832e+01,-8.866856330717436663e+01
-8.856676078334895408e+01,-9.416148600403488444e+01,-8.367636743150464440e+01,-9.606952358212959098e+01,-8.711059512390036730e+01
-9.036395694661176492e+01,-9.329483507082755978e+01,-8.318863707147995967e+01,-9.710788298645435646e+01,-8.779159741599669076e+01
-9.023190738490986007e+01,-9.464281120361101785e+01,-8.168029136323607986e+01,-9.574716401638849561e+01,-8.598176659950942735e+01
-9.150598529940135961e+01,-9.339852966690443736e+01,-8.358127054492176455e+01,-9.603093521840065705e+01,-8.796943806882595140e+01
-9.244359047104603633e+01,-9.355638661754305474e+01,-8.499568036991766462e+01,-9.581257049240207380e+01,-8.822010367559694544e+01
-9.130865083729862874e+01,-9.208799300016436007e+01,-8.458541702358299119e+01,-9.781960904609582030e+01,-8.966878116456457803e+01
-9.516739353680155489e+01,-9.335526515498551703e+01,-8.476738506903134862e+01,-9.501330366627726676e+01,-8.974844974309044687e+01
-9.194710170663429949e+01,-9.274589945478255970e+01,-8.543020686843355804e+01,-9.750538111393211693e+01,-9.199115881421128904e+01
-9.382601479901316566e+01,-9.249866688009954885e+01,-8.466701420172714165e+01,-9.809670648016830796e+01,-9.052493981942343737e+01
-9.462195414547591099e+01,-9.318448645894385152e+01,-8.605517979476971391e+01,-9.709382732493212131e+01,-8.810499089721589883e+01
-9.261971701474679719e+01,-9.366335742625467731e+01,-8.750173618871272652e+01,-9.823076347192794344e+01,-9.148002322551725740e+01
-8.442916520081732301e+01,-9.763536506463769626e+01,-9.399774212512839711e+01,-9.527338507947760604e+01,-9.247130514969522608e+01
-8.563773755986858305e+01,-9.886853403800273554e+01,-9.441669479654255781e+01,-9.630227018860637145e+01,-9.274583718604033322e+01
-8.538324027593091614e+01,-9.889676768388021344e+01,-9.356308282564407364e+01,-9.474880846523684852e+01,-9.235250869630554860e+01
